event,step,tokens_seen,checkpoint_sha256,train_loss,train_bpb,train_target_tokens,train_text_bytes,validation_loss,validation_bpb,validation_target_tokens,validation_text_bytes,evaluation_seconds
evaluation,10,20480,b88e4ed051bcb5c0ac6cb32b984009c232c63284066e9100f02697dbadd00de3,9.839033842086792,3.3119386978203056,4096,17523,10.078470706939697,2.9592669585900127,4096,20104,0.7190472460351884
evaluation,20,40960,8e2c4eea74e1cb6e025facf9653c2e6df71ad6868654ec034bb30537dce6e2cc,9.368579864501953,3.153867345308364,4096,17523,9.633576154708862,2.8288596075445516,4096,20104,0.09912522695958614
